accountId,creditLineLimitType,limitAmount,usedAmount,availableAmount
77861a30-e87d-4383-8887-d8b734accd44,LIMITE_CREDITO_TOTAL,"{'amount': 7495.28, 'currency': 'BRL'}","{'amount': 4774.15, 'currency': 'BRL'}","{'amount': 2721.13, 'currency': 'BRL'}"
c0953abb-2655-466c-97a0-8ac633d8418c,LIMITE_CREDITO_TOTAL,"{'amount': 7235.45, 'currency': 'BRL'}","{'amount': 776.51, 'currency': 'BRL'}","{'amount': 6458.94, 'currency': 'BRL'}"
a5fd1bcc-c3d3-4b0c-8182-260714f6efad,LIMITE_CREDITO_TOTAL,"{'amount': 11936.74, 'currency': 'BRL'}","{'amount': 6317.17, 'currency': 'BRL'}","{'amount': 5619.57, 'currency': 'BRL'}"
83f4b0da-5b81-4cfc-a6e0-042a5a309d2b,LIMITE_CREDITO_TOTAL,"{'amount': 282.44, 'currency': 'BRL'}","{'amount': 235.36, 'currency': 'BRL'}","{'amount': 47.079999999999984, 'currency': 'BRL'}"
0d1690aa-8edf-42f4-803f-088586fd2494,LIMITE_CREDITO_TOTAL,"{'amount': 13592.65, 'currency': 'BRL'}","{'amount': 6435.05, 'currency': 'BRL'}","{'amount': 7157.599999999999, 'currency': 'BRL'}"
997e452a-f16f-4c47-a98e-4dfe519aff6c,LIMITE_CREDITO_TOTAL,"{'amount': 5242.55, 'currency': 'BRL'}","{'amount': 911.79, 'currency': 'BRL'}","{'amount': 4330.76, 'currency': 'BRL'}"
6d8514c3-e033-4387-bc65-0c0254ea3911,LIMITE_CREDITO_TOTAL,"{'amount': 849.82, 'currency': 'BRL'}","{'amount': 17.21, 'currency': 'BRL'}","{'amount': 832.61, 'currency': 'BRL'}"
5fe2ca3a-6e24-4048-b0aa-18601b48c3b2,LIMITE_CREDITO_TOTAL,"{'amount': 526.68, 'currency': 'BRL'}","{'amount': 519.3, 'currency': 'BRL'}","{'amount': 7.3799999999999955, 'currency': 'BRL'}"
52f5f26c-7a0a-4815-9322-158165ab62c6,LIMITE_CREDITO_TOTAL,"{'amount': 8354.41, 'currency': 'BRL'}","{'amount': 4645.63, 'currency': 'BRL'}","{'amount': 3708.7799999999997, 'currency': 'BRL'}"
61df70fd-ffc0-44ea-8313-d742cc7b82f6,LIMITE_CREDITO_TOTAL,"{'amount': 933.33, 'currency': 'BRL'}","{'amount': 233.51, 'currency': 'BRL'}","{'amount': 699.82, 'currency': 'BRL'}"
21bb5034-cfd7-480c-b788-734a44f8528e,LIMITE_CREDITO_TOTAL,"{'amount': 2855.62, 'currency': 'BRL'}","{'amount': 82.0, 'currency': 'BRL'}","{'amount': 2773.62, 'currency': 'BRL'}"
5c593e26-9891-434b-9c63-9af0aadb86ea,LIMITE_CREDITO_TOTAL,"{'amount': 1650.8, 'currency': 'BRL'}","{'amount': 905.79, 'currency': 'BRL'}","{'amount': 745.01, 'currency': 'BRL'}"
bed9cfa9-ec6a-4a0e-a1ed-525c0812cfe2,LIMITE_CREDITO_TOTAL,"{'amount': 25855.89, 'currency': 'BRL'}","{'amount': 20167.31, 'currency': 'BRL'}","{'amount': 5688.579999999998, 'currency': 'BRL'}"
7bb61712-d018-41e0-b4cf-546592c4eaa6,LIMITE_CREDITO_TOTAL,"{'amount': 970.47, 'currency': 'BRL'}","{'amount': 451.08, 'currency': 'BRL'}","{'amount': 519.3900000000001, 'currency': 'BRL'}"
74c7c287-7161-43dc-a024-081a80fd1f4d,LIMITE_CREDITO_TOTAL,"{'amount': 27173.76, 'currency': 'BRL'}","{'amount': 8560.97, 'currency': 'BRL'}","{'amount': 18612.79, 'currency': 'BRL'}"
574afef6-1322-4129-b76c-69bc27dd6ac4,LIMITE_CREDITO_TOTAL,"{'amount': 20614.94, 'currency': 'BRL'}","{'amount': 8107.45, 'currency': 'BRL'}","{'amount': 12507.489999999998, 'currency': 'BRL'}"
1dfc0858-ba4c-46fa-973e-3a626420c83d,LIMITE_CREDITO_TOTAL,"{'amount': 3727.46, 'currency': 'BRL'}","{'amount': 1709.99, 'currency': 'BRL'}","{'amount': 2017.47, 'currency': 'BRL'}"
316d3ea4-2cd7-4a27-b8af-1b3fb1a74b83,LIMITE_CREDITO_TOTAL,"{'amount': 4895.53, 'currency': 'BRL'}","{'amount': 3907.16, 'currency': 'BRL'}","{'amount': 988.3699999999999, 'currency': 'BRL'}"
89df4f4e-2c00-4eff-ab31-da5b7f1ddef6,LIMITE_CREDITO_TOTAL,"{'amount': 28185.43, 'currency': 'BRL'}","{'amount': 19833.98, 'currency': 'BRL'}","{'amount': 8351.45, 'currency': 'BRL'}"
bdfd4733-eaf6-4154-81d4-547dc0d174d7,LIMITE_CREDITO_TOTAL,"{'amount': 1050.43, 'currency': 'BRL'}","{'amount': 586.12, 'currency': 'BRL'}","{'amount': 464.31000000000006, 'currency': 'BRL'}"
969463ec-e820-4ee0-b132-b82a8c3531b0,LIMITE_CREDITO_TOTAL,"{'amount': 24840.62, 'currency': 'BRL'}","{'amount': 22071.51, 'currency': 'BRL'}","{'amount': 2769.1100000000006, 'currency': 'BRL'}"
38df2566-2874-4112-a0a8-84661e538ef6,LIMITE_CREDITO_TOTAL,"{'amount': 451.56, 'currency': 'BRL'}","{'amount': 402.26, 'currency': 'BRL'}","{'amount': 49.30000000000001, 'currency': 'BRL'}"
639df0c7-924a-4997-b1f8-3dbc848ac792,LIMITE_CREDITO_TOTAL,"{'amount': 4480.3, 'currency': 'BRL'}","{'amount': 353.81, 'currency': 'BRL'}","{'amount': 4126.49, 'currency': 'BRL'}"
62e026a4-5a09-4878-b140-d602ad6b6864,LIMITE_CREDITO_TOTAL,"{'amount': 4192.17, 'currency': 'BRL'}","{'amount': 1914.87, 'currency': 'BRL'}","{'amount': 2277.3, 'currency': 'BRL'}"
63454051-ba0c-45fc-83d8-f7f5bc981473,LIMITE_CREDITO_TOTAL,"{'amount': 4798.11, 'currency': 'BRL'}","{'amount': 4142.83, 'currency': 'BRL'}","{'amount': 655.2799999999997, 'currency': 'BRL'}"
23fb914a-e9d8-47e8-8cdc-4417915b2822,LIMITE_CREDITO_TOTAL,"{'amount': 2893.98, 'currency': 'BRL'}","{'amount': 890.7, 'currency': 'BRL'}","{'amount': 2003.28, 'currency': 'BRL'}"
6deb8423-f84c-4f02-bd54-a0177e561133,LIMITE_CREDITO_TOTAL,"{'amount': 1789.24, 'currency': 'BRL'}","{'amount': 693.05, 'currency': 'BRL'}","{'amount': 1096.19, 'currency': 'BRL'}"
300c70ad-144b-4d9a-8136-f1358658084f,LIMITE_CREDITO_TOTAL,"{'amount': 1313.23, 'currency': 'BRL'}","{'amount': 284.77, 'currency': 'BRL'}","{'amount': 1028.46, 'currency': 'BRL'}"
e989c862-1bdd-4db3-8388-15bb7e0970ac,LIMITE_CREDITO_TOTAL,"{'amount': 11727.01, 'currency': 'BRL'}","{'amount': 7266.61, 'currency': 'BRL'}","{'amount': 4460.400000000001, 'currency': 'BRL'}"
9a1462ab-7c0d-4259-9db3-6b4a39cb2d8d,LIMITE_CREDITO_TOTAL,"{'amount': 98656.24, 'currency': 'BRL'}","{'amount': 90693.22, 'currency': 'BRL'}","{'amount': 7963.020000000004, 'currency': 'BRL'}"
3f372ec8-0fc4-40cf-81de-68b6972eeaf0,LIMITE_CREDITO_TOTAL,"{'amount': 856.53, 'currency': 'BRL'}","{'amount': 844.93, 'currency': 'BRL'}","{'amount': 11.600000000000023, 'currency': 'BRL'}"
8f52028c-e071-4057-a99e-f231ef54a0e7,LIMITE_CREDITO_TOTAL,"{'amount': 16794.67, 'currency': 'BRL'}","{'amount': 5784.37, 'currency': 'BRL'}","{'amount': 11010.3, 'currency': 'BRL'}"
60095c36-8d3e-44ca-91f9-c2e0f331ff40,LIMITE_CREDITO_TOTAL,"{'amount': 6668.68, 'currency': 'BRL'}","{'amount': 6189.2, 'currency': 'BRL'}","{'amount': 479.4800000000005, 'currency': 'BRL'}"
01fa97e4-5d2e-452e-ac5a-33df124aa736,LIMITE_CREDITO_TOTAL,"{'amount': 10634.21, 'currency': 'BRL'}","{'amount': 1798.54, 'currency': 'BRL'}","{'amount': 8835.669999999998, 'currency': 'BRL'}"
698c3151-dcc3-4890-b8c0-a530a57bbe2c,LIMITE_CREDITO_TOTAL,"{'amount': 2914.12, 'currency': 'BRL'}","{'amount': 1014.01, 'currency': 'BRL'}","{'amount': 1900.11, 'currency': 'BRL'}"
511abd7e-b921-47bc-9fc2-7427bd8eb295,LIMITE_CREDITO_TOTAL,"{'amount': 19665.92, 'currency': 'BRL'}","{'amount': 9689.48, 'currency': 'BRL'}","{'amount': 9976.439999999999, 'currency': 'BRL'}"
b6676c79-fe24-49e5-94d1-0408d7efd908,LIMITE_CREDITO_TOTAL,"{'amount': 26291.54, 'currency': 'BRL'}","{'amount': 13666.28, 'currency': 'BRL'}","{'amount': 12625.26, 'currency': 'BRL'}"
96c8ee8c-2902-42dc-838d-534e0983b099,LIMITE_CREDITO_TOTAL,"{'amount': 11574.06, 'currency': 'BRL'}","{'amount': 9085.65, 'currency': 'BRL'}","{'amount': 2488.41, 'currency': 'BRL'}"
0a409779-2d50-48e5-90d5-2386c2b3740c,LIMITE_CREDITO_TOTAL,"{'amount': 95163.2, 'currency': 'BRL'}","{'amount': 89263.44, 'currency': 'BRL'}","{'amount': 5899.759999999995, 'currency': 'BRL'}"
d1509705-24d1-44bb-a5a2-da9ab04bd299,LIMITE_CREDITO_TOTAL,"{'amount': 1951.69, 'currency': 'BRL'}","{'amount': 439.01, 'currency': 'BRL'}","{'amount': 1512.68, 'currency': 'BRL'}"
8f1b4765-5c63-45a0-a49f-72801d32f004,LIMITE_CREDITO_TOTAL,"{'amount': 689.33, 'currency': 'BRL'}","{'amount': 105.43, 'currency': 'BRL'}","{'amount': 583.9000000000001, 'currency': 'BRL'}"
82bbb07c-665c-4d31-bbfc-1d95761564f2,LIMITE_CREDITO_TOTAL,"{'amount': 16526.46, 'currency': 'BRL'}","{'amount': 11181.75, 'currency': 'BRL'}","{'amount': 5344.709999999999, 'currency': 'BRL'}"
a3dcc863-4f8f-4a39-a44d-ba1def8aae0a,LIMITE_CREDITO_TOTAL,"{'amount': 177.86, 'currency': 'BRL'}","{'amount': 154.78, 'currency': 'BRL'}","{'amount': 23.080000000000013, 'currency': 'BRL'}"
a4b38f8c-60b2-411f-9bff-cd8c66870c1d,LIMITE_CREDITO_TOTAL,"{'amount': 28000.63, 'currency': 'BRL'}","{'amount': 10315.65, 'currency': 'BRL'}","{'amount': 17684.980000000003, 'currency': 'BRL'}"
8c0d94aa-9a5f-4001-8361-91eccdb67f84,LIMITE_CREDITO_TOTAL,"{'amount': 17306.35, 'currency': 'BRL'}","{'amount': 6190.09, 'currency': 'BRL'}","{'amount': 11116.259999999998, 'currency': 'BRL'}"
b4ee2bd6-79d8-4aac-a1bd-dc793668da9f,LIMITE_CREDITO_TOTAL,"{'amount': 29338.67, 'currency': 'BRL'}","{'amount': 3801.76, 'currency': 'BRL'}","{'amount': 25536.909999999996, 'currency': 'BRL'}"
8643a938-11dd-43cd-a14b-cdf4a2f379e4,LIMITE_CREDITO_TOTAL,"{'amount': 13282.92, 'currency': 'BRL'}","{'amount': 644.69, 'currency': 'BRL'}","{'amount': 12638.23, 'currency': 'BRL'}"
2cb511fb-22b1-4e7b-80fb-b2bd0509849d,LIMITE_CREDITO_TOTAL,"{'amount': 473.84, 'currency': 'BRL'}","{'amount': 223.01, 'currency': 'BRL'}","{'amount': 250.82999999999998, 'currency': 'BRL'}"
15d323f6-24dc-4c88-b99f-00b585c85b10,LIMITE_CREDITO_TOTAL,"{'amount': 747.95, 'currency': 'BRL'}","{'amount': 187.06, 'currency': 'BRL'}","{'amount': 560.8900000000001, 'currency': 'BRL'}"
abbae278-8564-48dd-b269-b78763687ed5,LIMITE_CREDITO_TOTAL,"{'amount': 15173.44, 'currency': 'BRL'}","{'amount': 1768.87, 'currency': 'BRL'}","{'amount': 13404.57, 'currency': 'BRL'}"
17efe3fc-6017-4397-a5b3-dd099eb3b8a3,LIMITE_CREDITO_TOTAL,"{'amount': 1304.67, 'currency': 'BRL'}","{'amount': 1198.94, 'currency': 'BRL'}","{'amount': 105.73000000000002, 'currency': 'BRL'}"
46b6fdb3-92db-45d2-b522-c272b4e87fc2,LIMITE_CREDITO_TOTAL,"{'amount': 20059.44, 'currency': 'BRL'}","{'amount': 19315.67, 'currency': 'BRL'}","{'amount': 743.7700000000004, 'currency': 'BRL'}"
606886dd-7412-4cd5-8508-8145dda0efb3,LIMITE_CREDITO_TOTAL,"{'amount': 322.66, 'currency': 'BRL'}","{'amount': 249.37, 'currency': 'BRL'}","{'amount': 73.29000000000002, 'currency': 'BRL'}"
7ddea6ca-6d0a-4c9d-b05a-476b0b9c0463,LIMITE_CREDITO_TOTAL,"{'amount': 411.97, 'currency': 'BRL'}","{'amount': 327.98, 'currency': 'BRL'}","{'amount': 83.99000000000001, 'currency': 'BRL'}"
6a8595a5-61a1-4da1-9ada-2b1416bb9eb4,LIMITE_CREDITO_TOTAL,"{'amount': 23766.29, 'currency': 'BRL'}","{'amount': 6973.61, 'currency': 'BRL'}","{'amount': 16792.68, 'currency': 'BRL'}"
ff3ccbb0-30d0-4bbd-8359-4f70983c231d,LIMITE_CREDITO_TOTAL,"{'amount': 17688.96, 'currency': 'BRL'}","{'amount': 8027.34, 'currency': 'BRL'}","{'amount': 9661.619999999999, 'currency': 'BRL'}"
91eda2f8-75a3-41b9-87fc-ebb92cf9bc5f,LIMITE_CREDITO_TOTAL,"{'amount': 15086.42, 'currency': 'BRL'}","{'amount': 6458.8, 'currency': 'BRL'}","{'amount': 8627.619999999999, 'currency': 'BRL'}"
70cc286a-8778-440d-9912-b6eb39fa8c17,LIMITE_CREDITO_TOTAL,"{'amount': 20842.61, 'currency': 'BRL'}","{'amount': 6618.05, 'currency': 'BRL'}","{'amount': 14224.560000000001, 'currency': 'BRL'}"
0ec884a7-5ec8-4d13-bd22-db84f31f7ecd,LIMITE_CREDITO_TOTAL,"{'amount': 11767.18, 'currency': 'BRL'}","{'amount': 2321.75, 'currency': 'BRL'}","{'amount': 9445.43, 'currency': 'BRL'}"
24d29a1a-0dfd-4077-8c9d-8bdf8d03d513,LIMITE_CREDITO_TOTAL,"{'amount': 724.84, 'currency': 'BRL'}","{'amount': 688.24, 'currency': 'BRL'}","{'amount': 36.60000000000002, 'currency': 'BRL'}"
651feed2-9965-4749-9e86-dfa5b1f62911,LIMITE_CREDITO_TOTAL,"{'amount': 81.83, 'currency': 'BRL'}","{'amount': 3.08, 'currency': 'BRL'}","{'amount': 78.75, 'currency': 'BRL'}"
b1e5ddfb-79c6-4a39-a03b-c5ef708cd940,LIMITE_CREDITO_TOTAL,"{'amount': 23531.02, 'currency': 'BRL'}","{'amount': 16191.04, 'currency': 'BRL'}","{'amount': 7339.98, 'currency': 'BRL'}"
2cf7bac6-9337-4326-8bc1-a165f1ed1bf6,LIMITE_CREDITO_TOTAL,"{'amount': 1249.24, 'currency': 'BRL'}","{'amount': 502.28, 'currency': 'BRL'}","{'amount': 746.96, 'currency': 'BRL'}"
5094079a-9d4d-4c87-8bcf-4fa4141c8e61,LIMITE_CREDITO_TOTAL,"{'amount': 1279.73, 'currency': 'BRL'}","{'amount': 363.0, 'currency': 'BRL'}","{'amount': 916.73, 'currency': 'BRL'}"
c756ccc4-22f4-445b-bd97-e50d2eb3dc80,LIMITE_CREDITO_TOTAL,"{'amount': 2488.29, 'currency': 'BRL'}","{'amount': 2414.79, 'currency': 'BRL'}","{'amount': 73.5, 'currency': 'BRL'}"
0d9434df-2b5e-455e-9714-ecb55d8bbd0e,LIMITE_CREDITO_TOTAL,"{'amount': 454.59, 'currency': 'BRL'}","{'amount': 265.94, 'currency': 'BRL'}","{'amount': 188.64999999999998, 'currency': 'BRL'}"
51f0232d-93df-46dd-af5d-dba015e3ec13,LIMITE_CREDITO_TOTAL,"{'amount': 41.2, 'currency': 'BRL'}","{'amount': 9.96, 'currency': 'BRL'}","{'amount': 31.240000000000002, 'currency': 'BRL'}"
157f3827-3c48-428f-bf09-a63c562dea94,LIMITE_CREDITO_TOTAL,"{'amount': 17671.0, 'currency': 'BRL'}","{'amount': 16766.21, 'currency': 'BRL'}","{'amount': 904.7900000000009, 'currency': 'BRL'}"
1b33ae4e-caad-4d32-95e8-a33bb6c6d1da,LIMITE_CREDITO_TOTAL,"{'amount': 393.56, 'currency': 'BRL'}","{'amount': 129.89, 'currency': 'BRL'}","{'amount': 263.67, 'currency': 'BRL'}"
f36b00e5-c51f-45c2-893d-319803f79789,LIMITE_CREDITO_TOTAL,"{'amount': 754.12, 'currency': 'BRL'}","{'amount': 220.46, 'currency': 'BRL'}","{'amount': 533.66, 'currency': 'BRL'}"
51321d4e-5a2c-47ab-bb52-12b362a585de,LIMITE_CREDITO_TOTAL,"{'amount': 114.94, 'currency': 'BRL'}","{'amount': 94.96, 'currency': 'BRL'}","{'amount': 19.980000000000004, 'currency': 'BRL'}"
bc8099ac-e3c0-420c-93d5-c1118caefb8e,LIMITE_CREDITO_TOTAL,"{'amount': 7605.0, 'currency': 'BRL'}","{'amount': 5750.43, 'currency': 'BRL'}","{'amount': 1854.5699999999997, 'currency': 'BRL'}"
9f179602-f297-48a8-a958-ce65e8026cc9,LIMITE_CREDITO_TOTAL,"{'amount': 93122.03, 'currency': 'BRL'}","{'amount': 37757.26, 'currency': 'BRL'}","{'amount': 55364.77, 'currency': 'BRL'}"
7f258f16-0056-4044-b206-b541ac383df7,LIMITE_CREDITO_TOTAL,"{'amount': 559.76, 'currency': 'BRL'}","{'amount': 283.73, 'currency': 'BRL'}","{'amount': 276.03, 'currency': 'BRL'}"
9ada00a8-7e52-4cc3-8d84-93989ec40e4d,LIMITE_CREDITO_TOTAL,"{'amount': 998.77, 'currency': 'BRL'}","{'amount': 884.89, 'currency': 'BRL'}","{'amount': 113.88, 'currency': 'BRL'}"
84f997c0-cd84-4115-81db-428cbe1e3351,LIMITE_CREDITO_TOTAL,"{'amount': 9784.8, 'currency': 'BRL'}","{'amount': 9163.82, 'currency': 'BRL'}","{'amount': 620.9799999999996, 'currency': 'BRL'}"
949cf916-fdeb-48bc-ab3a-7841b78300e3,LIMITE_CREDITO_TOTAL,"{'amount': 3518.18, 'currency': 'BRL'}","{'amount': 3456.79, 'currency': 'BRL'}","{'amount': 61.38999999999987, 'currency': 'BRL'}"
9e36d74c-b113-4002-b71f-3556f0cec98a,LIMITE_CREDITO_TOTAL,"{'amount': 1377.65, 'currency': 'BRL'}","{'amount': 1374.74, 'currency': 'BRL'}","{'amount': 2.910000000000082, 'currency': 'BRL'}"
a3ff3df0-a653-4cd6-8ce9-61014170c613,LIMITE_CREDITO_TOTAL,"{'amount': 1073.93, 'currency': 'BRL'}","{'amount': 166.58, 'currency': 'BRL'}","{'amount': 907.35, 'currency': 'BRL'}"
1df40fde-1a7a-4319-ba4d-f1e3a099b844,LIMITE_CREDITO_TOTAL,"{'amount': 11968.67, 'currency': 'BRL'}","{'amount': 3024.95, 'currency': 'BRL'}","{'amount': 8943.720000000001, 'currency': 'BRL'}"
e2976c92-dc58-41ee-be73-eb5cd23aa1e1,LIMITE_CREDITO_TOTAL,"{'amount': 1424.47, 'currency': 'BRL'}","{'amount': 732.45, 'currency': 'BRL'}","{'amount': 692.02, 'currency': 'BRL'}"
8880b647-9ea4-492b-ab14-240901644d49,LIMITE_CREDITO_TOTAL,"{'amount': 3382.17, 'currency': 'BRL'}","{'amount': 893.07, 'currency': 'BRL'}","{'amount': 2489.1, 'currency': 'BRL'}"
9be2a729-1d72-4ce3-b0f4-c88b4689025e,LIMITE_CREDITO_TOTAL,"{'amount': 2001.42, 'currency': 'BRL'}","{'amount': 1350.51, 'currency': 'BRL'}","{'amount': 650.9100000000001, 'currency': 'BRL'}"
c500c3cc-dc87-409f-960e-078787ae33ed,LIMITE_CREDITO_TOTAL,"{'amount': 7750.51, 'currency': 'BRL'}","{'amount': 5533.39, 'currency': 'BRL'}","{'amount': 2217.12, 'currency': 'BRL'}"
f0c514cf-cc9e-4e42-b5a8-2ae3128042cf,LIMITE_CREDITO_TOTAL,"{'amount': 5480.7, 'currency': 'BRL'}","{'amount': 1454.38, 'currency': 'BRL'}","{'amount': 4026.3199999999997, 'currency': 'BRL'}"
24103423-c68b-47c0-96e0-c4a319d88d71,LIMITE_CREDITO_TOTAL,"{'amount': 495.94, 'currency': 'BRL'}","{'amount': 172.04, 'currency': 'BRL'}","{'amount': 323.9, 'currency': 'BRL'}"
afe824e8-d572-47ee-803a-ab7868e7f92d,LIMITE_CREDITO_TOTAL,"{'amount': 21640.04, 'currency': 'BRL'}","{'amount': 17368.38, 'currency': 'BRL'}","{'amount': 4271.66, 'currency': 'BRL'}"
3724f4d1-b136-4d00-9e62-f6e8fbd391a4,LIMITE_CREDITO_TOTAL,"{'amount': 1881.06, 'currency': 'BRL'}","{'amount': 217.96, 'currency': 'BRL'}","{'amount': 1663.1, 'currency': 'BRL'}"
54af48da-5d98-464c-a6c9-0f475187dfa6,LIMITE_CREDITO_TOTAL,"{'amount': 557.58, 'currency': 'BRL'}","{'amount': 479.22, 'currency': 'BRL'}","{'amount': 78.36000000000001, 'currency': 'BRL'}"
6d3178f1-1775-49d0-a232-0a3d3edab4ff,LIMITE_CREDITO_TOTAL,"{'amount': 103.02, 'currency': 'BRL'}","{'amount': 19.92, 'currency': 'BRL'}","{'amount': 83.1, 'currency': 'BRL'}"
95ded7b9-eefb-47d1-96f7-55d661500be0,LIMITE_CREDITO_TOTAL,"{'amount': 10124.77, 'currency': 'BRL'}","{'amount': 9009.81, 'currency': 'BRL'}","{'amount': 1114.960000000001, 'currency': 'BRL'}"
05650c9e-4eec-430e-baa1-cbcd0cc5c2f2,LIMITE_CREDITO_TOTAL,"{'amount': 959.83, 'currency': 'BRL'}","{'amount': 424.69, 'currency': 'BRL'}","{'amount': 535.1400000000001, 'currency': 'BRL'}"
b525991d-a149-494c-9f66-af0a590f864b,LIMITE_CREDITO_TOTAL,"{'amount': 2207.07, 'currency': 'BRL'}","{'amount': 1541.57, 'currency': 'BRL'}","{'amount': 665.5000000000002, 'currency': 'BRL'}"
0467d1aa-aacd-4c3f-9ece-393e801c86a4,LIMITE_CREDITO_TOTAL,"{'amount': 360.62, 'currency': 'BRL'}","{'amount': 18.14, 'currency': 'BRL'}","{'amount': 342.48, 'currency': 'BRL'}"
b693c817-ce69-47a6-a1c2-7a2358afbc2a,LIMITE_CREDITO_TOTAL,"{'amount': 2416.85, 'currency': 'BRL'}","{'amount': 1150.17, 'currency': 'BRL'}","{'amount': 1266.6799999999998, 'currency': 'BRL'}"
291f996b-57cd-4159-b834-a426974b70e5,LIMITE_CREDITO_TOTAL,"{'amount': 10391.99, 'currency': 'BRL'}","{'amount': 6599.23, 'currency': 'BRL'}","{'amount': 3792.76, 'currency': 'BRL'}"
b00dcb8c-cd95-456b-bac5-5b767cbc9552,LIMITE_CREDITO_TOTAL,"{'amount': 12046.91, 'currency': 'BRL'}","{'amount': 6654.17, 'currency': 'BRL'}","{'amount': 5392.74, 'currency': 'BRL'}"
da8fee64-c12b-4800-8256-618963707c3a,LIMITE_CREDITO_TOTAL,"{'amount': 946.35, 'currency': 'BRL'}","{'amount': 493.99, 'currency': 'BRL'}","{'amount': 452.36, 'currency': 'BRL'}"
80f160c9-e5f1-4039-8126-d48523cdc78b,LIMITE_CREDITO_TOTAL,"{'amount': 10344.4, 'currency': 'BRL'}","{'amount': 3602.42, 'currency': 'BRL'}","{'amount': 6741.98, 'currency': 'BRL'}"
e8d8c677-c5d8-4fa8-9190-d5b0a6c48b1f,LIMITE_CREDITO_TOTAL,"{'amount': 1051.72, 'currency': 'BRL'}","{'amount': 356.13, 'currency': 'BRL'}","{'amount': 695.59, 'currency': 'BRL'}"
653c3940-ca42-4755-b742-d052763222ba,LIMITE_CREDITO_TOTAL,"{'amount': 24622.29, 'currency': 'BRL'}","{'amount': 8537.66, 'currency': 'BRL'}","{'amount': 16084.630000000001, 'currency': 'BRL'}"
3b57e464-6a84-4b88-88a4-1c62ea3ca499,LIMITE_CREDITO_TOTAL,"{'amount': 29804.05, 'currency': 'BRL'}","{'amount': 28310.11, 'currency': 'BRL'}","{'amount': 1493.9399999999987, 'currency': 'BRL'}"
63d5a416-4107-4dee-815e-d78f9c96c32b,LIMITE_CREDITO_TOTAL,"{'amount': 3395.09, 'currency': 'BRL'}","{'amount': 1997.9, 'currency': 'BRL'}","{'amount': 1397.19, 'currency': 'BRL'}"
7fc6db21-b831-4305-860b-6cbfde804f91,LIMITE_CREDITO_TOTAL,"{'amount': 21037.04, 'currency': 'BRL'}","{'amount': 14340.78, 'currency': 'BRL'}","{'amount': 6696.26, 'currency': 'BRL'}"
2355e16e-c567-4865-ba31-e34d970b3214,LIMITE_CREDITO_TOTAL,"{'amount': 3623.04, 'currency': 'BRL'}","{'amount': 546.68, 'currency': 'BRL'}","{'amount': 3076.36, 'currency': 'BRL'}"
2e64d9ee-eecd-4a54-bba4-2cd4d6bd828d,LIMITE_CREDITO_TOTAL,"{'amount': 281.21, 'currency': 'BRL'}","{'amount': 112.15, 'currency': 'BRL'}","{'amount': 169.05999999999997, 'currency': 'BRL'}"
01bae9cd-207f-42fc-b21d-d3087f7795b1,LIMITE_CREDITO_TOTAL,"{'amount': 45610.6, 'currency': 'BRL'}","{'amount': 25822.1, 'currency': 'BRL'}","{'amount': 19788.5, 'currency': 'BRL'}"
4cfea77e-4cfd-4cf7-b1e7-433f15753bb9,LIMITE_CREDITO_TOTAL,"{'amount': 1601.4, 'currency': 'BRL'}","{'amount': 353.96, 'currency': 'BRL'}","{'amount': 1247.44, 'currency': 'BRL'}"
cf26940c-3284-42da-98c0-c5b13353b91c,LIMITE_CREDITO_TOTAL,"{'amount': 64844.03, 'currency': 'BRL'}","{'amount': 22922.3, 'currency': 'BRL'}","{'amount': 41921.729999999996, 'currency': 'BRL'}"
6d926642-ef14-4788-91d3-5f5d05b73048,LIMITE_CREDITO_TOTAL,"{'amount': 21515.9, 'currency': 'BRL'}","{'amount': 7351.88, 'currency': 'BRL'}","{'amount': 14164.02, 'currency': 'BRL'}"
18ec97c3-ee8d-4696-9bf4-fc18cebb8905,LIMITE_CREDITO_TOTAL,"{'amount': 4954.06, 'currency': 'BRL'}","{'amount': 205.82, 'currency': 'BRL'}","{'amount': 4748.240000000001, 'currency': 'BRL'}"
fbd9b8f9-d63c-4096-9b47-ac76651ee91b,LIMITE_CREDITO_TOTAL,"{'amount': 711.99, 'currency': 'BRL'}","{'amount': 339.08, 'currency': 'BRL'}","{'amount': 372.91, 'currency': 'BRL'}"
7c8da89c-15f4-4e77-8730-79a073fc2b71,LIMITE_CREDITO_TOTAL,"{'amount': 935.7, 'currency': 'BRL'}","{'amount': 45.65, 'currency': 'BRL'}","{'amount': 890.0500000000001, 'currency': 'BRL'}"
e957b5b7-7a51-4f07-b758-228ab728f085,LIMITE_CREDITO_TOTAL,"{'amount': 11773.26, 'currency': 'BRL'}","{'amount': 2747.37, 'currency': 'BRL'}","{'amount': 9025.89, 'currency': 'BRL'}"
92ad9937-d122-4c56-b422-ed20413b5696,LIMITE_CREDITO_TOTAL,"{'amount': 2762.8, 'currency': 'BRL'}","{'amount': 441.32, 'currency': 'BRL'}","{'amount': 2321.48, 'currency': 'BRL'}"
f4b85b4a-058a-46ee-bc51-dc8e4e3ca98c,LIMITE_CREDITO_TOTAL,"{'amount': 7957.89, 'currency': 'BRL'}","{'amount': 2039.64, 'currency': 'BRL'}","{'amount': 5918.25, 'currency': 'BRL'}"
